stimulus_id,utterance,relations
scene0009_00-bathroom_stall-3-29-3-5,the second bathroom stall from the brown door,bathroom stall-door
scene0009_00-bathroom_stall-3-29-3-5,if facing the stall doors  it is the one in the middle ,centerpiece-bathroom stall door
scene0009_00-bathroom_stall-3-29-3-5,the rightmost of the two stalls on the same wall as the door ,"bathroom stall-wall,bathroom stall-door"
scene0009_00-bathroom_stall-3-29-3-5,the bathroom stall in the middle,bathroom stall-centerpiece
scene0419_00-pillow-6-21-23-24-25-26-36,on the red coach it is the pillow by itself  not in the group,coach-pillow
scene0419_00-pillow-6-21-23-24-25-26-36,standing in front of the couch looking at the picture  it is the pillow on the right in the front,"couch-picture,pillow-couch"
scene0419_00-pillow-6-21-23-24-25-26-36,there are two pillows next to the fridge  pick the one that is on the edge of the couch,"pillow-couch,pillows-refrigerator"
scene0419_00-pillow-6-21-23-24-25-26-36,this pillow is on the side of the couch near the refridgerator  and is closest to the table floor,"pillow-couch,pillow-refrigerator,pillow-table,couch-table"
scene0330_00-pillow-5-10-12-13-14-15,pick the pillow that sits on the black couch far from the other pillows ,pillow-couch
scene0330_00-pillow-5-10-12-13-14-15,tan colored pillow on brown couch,pillow-couch
scene0330_00-pillow-5-10-12-13-14-15,the white pillow on the black couch,pillow-couch
scene0330_00-pillow-5-10-12-13-14-15,the pillow that is on the couch by itself ,pillow-couch
scene0390_00-kitchen_cabinet-5-28-1-2-29-30,the kitchen cabinet to the right of the oven that goes all the way to the wall ,"kitchen cabinet-oven,kitchen cabinet-wall"
scene0390_00-kitchen_cabinet-5-28-1-2-29-30,facing the oven  the lower kitchen cabinet that is on the far right ,"kitchen cabinet-oven,kitchen cabinet-barrier"
scene0390_00-kitchen_cabinet-5-28-1-2-29-30,facing the lower cabinets  it is the larger cabinet and furthest right ,"cabinet-kitchen cabinets,cabinet-water heater"
scene0327_00-kitchen_cabinet-4-48-0-15-47,the smallest kitchen cabinet on the floor closest to the trash can and door ,"kitchen cabinet-door,kitchen cabinet-trash can,kitchen cabinet-floor"
scene0072_00-table-2-33-22,it is the table that is not against the wall ,table-wall
scene0072_00-table-2-33-22,pick the smaller desk,baby changing station-desk
scene0072_00-table-2-33-22,the smaller table that is closer to the green bed ,foosball table-bed
scene0072_00-table-2-33-22,choose the smaller of the two table box selection,"table-box,baby changing station"
scene0111_00-shoes-3-18-17-19,from underneath the room  you want the middle shoes,centerpiece-shoes
scene0111_00-shoes-3-18-17-19,these shoes are under the other two pairs ,shoes-air hockey table
scene0111_00-shoes-3-18-17-19,please select the shoe in the middle  closest to the red shoe,"shoe-air hockey table,shoe-centerpiece"
scene0111_00-shoes-3-18-17-19,the shoes in the middle,shoes-object
scene0189_00-office_chair-6-21-16-17-18-19-20,in the cluster of chairs on your right side  it is the chair on the left ,chair-chair
scene0189_00-office_chair-6-21-16-17-18-19-20,facing all 6 them  it is the left chair in the group of 2 chairs ,chair-chair
scene0189_00-office_chair-6-21-16-17-18-19-20,the chairs furthest from the whiteboards  you want the one near the wall in the middle,"chair-wall,chair-blackboard"
scene0391_00-desk-6-21-16-18-19-20-22,facing them  this desk is in the right hand grouping  and is front and center ,"desk-centerpiece,desk-air hockey table"
scene0265_00-towel-6-28-8-9-17-18-30,of the two towels hanging in the bathtub  choose the one farthest from the door,"towels-bathtub,towel-door"
scene0265_00-towel-6-28-8-9-17-18-30,of the 2 towels in the shower  it is the towel closer to the corner ,towel-shower
scene0265_00-towel-6-28-8-9-17-18-30,the towel hanging in the tub closest to the inner wall,"towel-bathtub,bathtub-wall"
scene0522_00-cabinet-6-4-0-1-2-3-26,the cabinet above the closet,cabinet-closet
scene0522_00-cabinet-6-4-0-1-2-3-26,the cabinet at the highest point in the room,cabinet-bed
scene0522_00-cabinet-6-4-0-1-2-3-26,five cabinets are located on one wall and the one you want to choose is located by itself on the opposite wall up high ,"cabinet-wall,cabinets-wall"
scene0522_00-cabinet-6-4-0-1-2-3-26,choose the cabinet closet to the ceiling,cabinet-ceiling
scene0074_00-pillow-4-22-5-21-23,it contains both the red and the white pillow,"pillow-air hockey table,pillow-person"
scene0074_00-pillow-4-22-5-21-23,the red pillow in the center,pillow-centerpiece
scene0074_00-pillow-4-22-5-21-23,pick the pillow that has a pillow above and under it ,"pillow-changing station,pillow-airplane"
scene0637_00-chair-3-10-2-9,the chair that is farthest away from the whiteboard,chair-whiteboard
scene0637_00-chair-3-10-2-9,the chair closer to the table  but not pushed under the table in the room,"chair-bed,chair-table"
scene0637_00-chair-3-10-2-9,when looking at wall the chair is directly to the right of the other chair,"wall-chair,chair-chair"
scene0637_00-chair-3-10-2-9,choose the chair that is on the other side of the table from the whiteboard and on the left side nearest the cushions seat ,"chair-cushion,chair-whiteboard,chair-table"
scene0128_00-pillow-6-8-6-7-9-10-11,looking at the couch straight on choose the left side of the couch but then the pillow that is most center of that group ,"airplane-pillow,pillow-centerpiece,couch-alarm clock"
scene0128_00-pillow-6-8-6-7-9-10-11,pillow in the middle of the 6  in front of the very corner pillow ,"pillow-board,pillow-centerpiece"
scene0128_00-pillow-6-8-6-7-9-10-11,the white pillow in the middle of the couch,pillow-couch
scene0128_00-pillow-6-8-6-7-9-10-11,pick the middle pillow of the back line that has three pillows ,"backpack-alarm clock,centerpiece-pillow"
scene0175_00-toilet_paper-5-32-12-31-33-34,standing in the middle of the room looking at the 4 rolls of toilet paper  it is the 3rd roll from the left,"toilet paper holder-ceiling fan,airplane-chair,toilet paper rolls-centerpiece"
scene0175_00-toilet_paper-5-32-12-31-33-34,toilet paper roll second from the right above the bathroom mirror ,toilet paper holder-mirror
scene0262_00-plant-5-25-1-19-20-21,the plant next to a blue chair near the whiteboard ,"plant-chair,chair-whiteboard"
scene0262_00-plant-5-25-1-19-20-21,the plant has two blue chairs next to it,plant-chair
scene0262_00-plant-5-25-1-19-20-21,the plant in the center of the room near the blue chairs ,"plant-bed,plant-chair"
scene0262_00-plant-5-25-1-19-20-21,the large plant next to the doorway,plant-door
scene0034_00-towel-5-17-15-16-23-24,it is the towel that is hanging on the wall above the 2 towels ,"towel-wall,towel-towels"
scene0034_00-towel-5-17-15-16-23-24,it is the top box containing towels  the boxes are close to the door and between the door and the bathtub ,"door-bathtub,boxes-door,box-towels,boxes-bathtub"
scene0034_00-towel-5-17-15-16-23-24,light purple towel hanging above blue and green,"towel-hanging,towel-air hockey table,towel-airplane"
scene0189_00-office_chair-6-17-16-18-19-20-21,when standing in front of the red wall the chair is the middle one in the first group,"wall-chair,chair-airplane,chair-clock"
scene0489_00-desk-3-7-8-9,middle of the 3 desks ,desk-air hockey table
scene0489_00-desk-3-7-8-9,the desk that is in the middle of the other two desks,desk-desk
scene0489_00-desk-3-7-8-9,facing the windows  choose the desk in the middle ,desk-window
scene0489_00-desk-3-7-8-9,of the three desks shown  choose the one in the center and to the left of the window ,"desk-centerpiece,desk-window"
scene0400_00-trash_can-2-22-8,the trashcan that is next to the bright blue trashcan ,trash bin-trash can
scene0400_00-trash_can-2-22-8,choose the trash can farthest from the bright blue trash can,trash can-trash can
scene0400_00-trash_can-2-22-8,staring at window  you want the left option for can  further from desk,"airplane-baby changing station,window-person,airplane-desk"
scene0400_00-trash_can-2-22-8,trash can second from left ,trash can
scene0168_00-computer_tower-4-6-4-29-42,select the tall computer tower in the middle of a group of 3,computer tower-alarm clock
scene0168_00-computer_tower-4-6-4-29-42,the middle computer tower sandwiched between two other towers,computer tower
scene0168_00-computer_tower-4-6-4-29-42,pick the tower that is in the middle of two towers,"computer tower-centerpiece,object-structure"
scene0691_00-box-4-10-16-17-18,choose the box that is on the floor  in front of the cabinets ,"box-cabinets,box-floor"
scene0691_00-box-4-10-16-17-18,the box on the floor in front of the tall cabinet,"box-cabinet,box-floor"
scene0691_00-box-4-10-16-17-18,the large white box that is sitting on the floor ,desk-floor
scene0691_00-box-4-10-16-17-18,biggest box  on floor away from other 3 ,"air hockey table-floor,air hockey table-person"
scene0154_00-cart-5-3-2-4-11-12,facing blue cart  this cart is 2nd from right and 2nd from blue cart ,"cart-couch,cart-clock,cart-cart"
scene0154_00-cart-5-3-2-4-11-12,there are two orange books with white labels on the top shelf of this cart ,"books-cart,books-shelf"
scene0154_00-cart-5-3-2-4-11-12,the cart is the first on the right side against the wall while walking down the stairs  does not touch the blue cart ,"cart-cart,cart-wall"
scene0154_00-cart-5-3-2-4-11-12,as you come down the stairs  it is the cart in the middle on the right ,"cart-centerpiece,cart-stairs"
scene0604_00-pillow-3-14-13-30,pillow behind another on couch ,pillow-couch
scene0604_00-pillow-3-14-13-30,the pillow on the couch near the afghan blanket ,"pillow-couch,couch-blanket"
scene0128_00-pillow-6-6-7-8-9-10-11,the pillow is to the only pillow on the chair near the couch  next to the white and black one,"pillow-chair,couch-person,chair-couch"
scene0128_00-pillow-6-6-7-8-9-10-11,grey brown pillow on the single chair ,pillow-chair
scene0128_00-pillow-6-6-7-8-9-10-11,face the couch  it is the pillow on the far left and closest to you ,pillow-couch
scene0138_00-desk-3-35-18-19,the very small messy desk in the middle of the room,desk-table
scene0138_00-desk-3-35-18-19,the desk is right next to all the green tape on the floor,desk-tape
scene0138_00-desk-3-35-18-19,a smaller desk with a chair next to it and the back of the chair is against the desk ,"desk-chair,chair-desk"
scene0142_00-table-5-4-3-5-6-7,pick the table that has a white box on top of it,table-computer tower
scene0142_00-table-5-4-3-5-6-7,the table in the middle of the room that has a white box on it,"table-box,table-bed"
scene0142_00-table-5-4-3-5-6-7,the table has a backpack sitting on it,table-backpack
scene0142_00-table-5-4-3-5-6-7,choose the table in the section of the room by itself close to the door,table-door
scene0147_00-pillow-5-26-1-2-3-21,lower pillow  not on bed  another white pillow is atop it ,"pillow-pillow,pillow-bed"
scene0147_00-pillow-5-26-1-2-3-21,this pillow is the bottom one in the corner near the set of drawers ,board-drawer
scene0147_00-pillow-5-26-1-2-3-21,choose the pillow that is on the ground  the lowest one,pillow-floor
scene0147_00-pillow-5-26-1-2-3-21,the pillow is the lower option near the dresser,pillow-dresser
scene0006_00-pillow-6-12-10-11-13-17-18,looking at the beds  pick the pillow that is on the right bed  on the left side and above another pillow,"airplane-pillow,bed-pillow"
scene0006_00-pillow-6-12-10-11-13-17-18,stand at the end of the beds  the bed on the right  the top pillow on the side next to the lamp ,"pillow-airplane,bed-person,pillow-table,pillow-lamp,bed-stand"
scene0006_00-pillow-6-12-10-11-13-17-18,the top white pillow to the right side of the lamp  while standing at the foot of the bed ,"pillow-lamp,lamp-bed"
scene0413_00-towel-4-28-29-31-32,choose the smaller towel that is to the left over the toilet ,towel-toilet
scene0413_00-towel-4-28-29-31-32,above the toilet  please select the white towel on the left,towel-toilet
scene0413_00-towel-4-28-29-31-32,the smaller white towel hanging above the toilet,towel-toilet
scene0413_00-towel-4-28-29-31-32,the towel on the upper left above the toilet,towel-toilet
scene0604_00-pillow-3-13-14-30,the front pillow with a smaller pillow right behind [under] it ,pillow-pillow
scene0604_00-pillow-3-13-14-30,when viewing the room from overhead  choose the pillow that is underneath another pillow ,pillow-pillow
scene0604_00-pillow-3-13-14-30,beige pillow on top of a white pillow  you want the beige one on top ,"pillow-pillow,pillow-airplane"
scene0147_00-pillow-5-1-2-3-21-26,the pillow option in the middle of the bed,pillow-bed
scene0147_00-pillow-5-1-2-3-21-26,when facing the bed  choose the pillow that is in the middle of the two other pillows on the bed ,"pillow-pillow,pillow-bed"
scene0147_00-pillow-5-1-2-3-21-26,if facing the bed  it is the pillow on the bottom right ,pillow-bed
scene0147_00-pillow-5-1-2-3-21-26,standing at the foot of the bed looking at the head of the bed  it is the pillow in the middle ,"bed-headboard,bed-footrest,pillow-bed"
scene0517_00-backpack-4-14-12-13-58,the black backpack that is on the floor next to the blue backpack ,"backpack-backpack,backpack-floor"
scene0517_00-backpack-4-14-12-13-58,the backpack closest to the game of thrones poster,backpack-poster
scene0517_00-backpack-4-14-12-13-58,the black backpack next to the chair at the desk,"backpack-chair,backpack-desk"
scene0517_00-backpack-4-14-12-13-58,select the backpack on the left that is resting against the wood cabinet with the black file cabinet on top of it ,"backpack-cabinet,cabinet-file cabinet"
scene0103_00-chair-5-8-0-1-2-3,please select the chair tucked under the table,chair-table
scene0103_00-chair-5-8-0-1-2-3,chair under round table ,chair-table
scene0103_00-chair-5-8-0-1-2-3,the chair underneath the tan table,chair-table
scene0407_00-coffee_table-2-1-17,tallest  largest round table ,"sofa-round table,airplane-airplane"
scene0407_00-coffee_table-2-1-17,it is the larger of the two coffee tables  which is also the one closest to the corner of the sectional couch ,"coffee table-object,coffee table-couch,coffee table-airplane"
scene0407_00-coffee_table-2-1-17,please select the big round coffee table,coffee table
scene0407_00-coffee_table-2-1-17,the taller coffee table that sits over the top of the smaller,table-table
scene0296_00-pillow-5-53-23-26-42-54,facing the beds  choose the pillow on the bed on the right that is in front of the other pillow ,"bed-pillow,pillow-bed"
scene0296_00-pillow-5-53-23-26-42-54,the top pillow on the bed with items on it,pillow-bed
scene0296_00-pillow-5-53-23-26-42-54,the white pillow on top of the other pillow and near the window,"pillow-window,pillow-pillow"
scene0324_00-stool-6-4-5-6-7-8-13,staring at the wall  the center table the stool on the left,"stool-foosball table,centerpiece-wall"
scene0324_00-stool-6-4-5-6-7-8-13,this stool is underneath the table away from the paintings  and is on the left side from the perspective of looking towards the paintings,"stool-table,table-picture,stool-picture"
